@relation afterPreprocess-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-unset-class-temporarily

@attribute Month {'\'(-inf-8.3]\'','\'(8.3-8.6]\'','\'(8.6-8.9]\'','\'(8.9-9.2]\'','\'(9.2-9.5]\'','\'(9.5-9.8]\'','\'(9.8-10.1]\'','\'(10.1-10.4]\'','\'(10.4-10.7]\'','\'(10.7-inf)\''}
@attribute Day {'\'(-inf-4]\'','\'(4-7]\'','\'(7-10]\'','\'(10-13]\'','\'(13-16]\'','\'(16-19]\'','\'(19-22]\'','\'(22-25]\'','\'(25-28]\'','\'(28-inf)\''}
@attribute Year {'\'(-inf-1993.1]\'','\'(1993.1-1994.2]\'','\'(1994.2-1995.3]\'','\'(1995.3-1996.4]\'','\'(1996.4-1997.5]\'','\'(1997.5-1998.6]\'','\'(1998.6-1999.7]\'','\'(1999.7-2000.8]\'','\'(2000.8-2001.9]\'','\'(2001.9-inf)\''}
@attribute CaptureTime {13:30,10:30,12:45,10:50,11:15,11:25,11:45,15:35,13:45,12:30,11:05,11:00,12:40,14:20,13:40,14:50,13:15,12:10,13:05,16:05,14:35,12:05,10:05,10:45,15:15,10:15,14:00,10:08,14:25,15:25,15:11,13:50,15:55,12:15,13:00,13:20,15:03,11:50,9:53,10:25,15:30,13:25,10:20,13:35,14:40,9:38,13:27,11:35,9:23,14:05,9:20,16:35,14:12,10:37,9:55,10:40,12:27,9:02,10:47,11:24,11:58,10:23,11:20,12:58,9:05,9:33,11:04,13:55,14:45,11:48,10:28,10:54,14:02,8:00,11:55,15:40,9:25,11:10,11:38,13:02,13:16,10:39,11:13,13:07,13:37,15:17,16:00,11:23,11:02,12:01,12:23,13:10,15:07,8:52,12:36,11:30,10:00,12:35,9:08,10:46,11:27,12:55,12:00,10:12,11:06,11:36,13:09,15:00,14:19,9.12,10:29,11:39,14:55,9:15,10:55,12:24,11:21,11:41,12:26,12:20,14:52,11:40,11:22,12:47,9:46,15:02,11:59,14:42,15:01,15:23,12:19,13:33,14:30,9:40,9:50,14:58,15:10,10:10,13:03,12:50,12:04,12:54,11:08,12:02,14:10,9:47,11:07,10:58,10:35,11:18,16:16,13:06,13:04,11:16,14:33,10:56,11:42,11:43,12:13,10:19,10:59,13:36,14:26,12:25,12:32,12:57,11:52,13:17,14:08,9:57,14:27,14:21,14:15,12:34,12:49,12:16,13:47,14:36,12:21,14:22,12:52,11:26,10:42,9:45,14:01,10:17,14:53,1:31,12:08,15:08,15:45,12:12,11:11,14:24,13:08,12:31,13:21,10:43,13:39,13:11,9:01,9:52,13:49,11:29,14:39,15:33,11:28,13:56,10:27,10:48,11:54,1:15,9:58,9:29,9:35,11:34,13:32,13:34,12:06,13:18,13:23,11:47,10:52,11:56,12:59,15:12,13:29,14:38,13:57,12:07,13:12,12:14,14:28,13:38,9:48,11:46,12:38,9:22,12:51,9:21,10:53,12:53,10:49,14:49,9:42,13:24,10:31,11:57,12:03,11:51,9:39,11:03,10:11,14:57,12:33,14:29,9:36,10:36,13:48,14:03,9:24,12:42,11:53,12:48,11:37,9:41,13:58,14:23,9:44,10:04,12:44,12:39,10:13,13:14,9:30,13:26,12:46,8:34,9:59,10:34,14:56,11:33,10:14,14:16,13:22,12:56,10:18,14:06,12:28,10:38,10:57,10:44,13:13,9:49,9:18,13:51,14:47,10:07,14:43,11:17,14:48,10:06,13:01,13:31,14:07,14:44,9:56}
@attribute Species {RT,CH,SS}
@attribute Age {I,A}
@attribute Wing {'\'(-inf-81.48]\'','\'(81.48-125.76]\'','\'(125.76-170.04]\'','\'(170.04-214.32]\'','\'(214.32-258.6]\'','\'(258.6-302.88]\'','\'(302.88-347.16]\'','\'(347.16-391.44]\'','\'(391.44-435.72]\'','\'(435.72-inf)\''}
@attribute Weight {'\'(-inf-253.4]\'','\'(253.4-450.8]\'','\'(450.8-648.2]\'','\'(648.2-845.6]\'','\'(845.6-1043]\'','\'(1043-1240.4]\'','\'(1240.4-1437.8]\'','\'(1437.8-1635.2]\'','\'(1635.2-1832.6]\'','\'(1832.6-inf)\''}
@attribute Culmen {'\'(-inf-11.66]\'','\'(11.66-14.72]\'','\'(14.72-17.78]\'','\'(17.78-20.84]\'','\'(20.84-23.9]\'','\'(23.9-26.96]\'','\'(26.96-30.02]\'','\'(30.02-33.08]\'','\'(33.08-36.14]\'','\'(36.14-inf)\''}
@attribute Hallux {'\'(-inf-42.69]\'','\'(42.69-75.88]\'','\'(75.88-109.07]\'','\'(109.07-142.26]\'','\'(142.26-175.45]\'','\'(175.45-208.64]\'','\'(208.64-241.83]\'','\'(241.83-275.02]\'','\'(275.02-308.21]\'','\'(308.21-inf)\''}
@attribute Tail {'\'(-inf-135.9]\'','\'(135.9-152.8]\'','\'(152.8-169.7]\'','\'(169.7-186.6]\'','\'(186.6-203.5]\'','\'(203.5-220.4]\'','\'(220.4-237.3]\'','\'(237.3-254.2]\'','\'(254.2-271.1]\'','\'(271.1-inf)\''}
@attribute StandardTail {'\'(-inf-137]\'','\'(137-159]\'','\'(159-181]\'','\'(181-203]\'','\'(203-225]\'','\'(225-247]\'','\'(247-269]\'','\'(269-291]\'','\'(291-313]\'','\'(313-inf)\''}
@attribute KeelFat {'\'(-inf-0.4]\'','\'(0.4-0.8]\'','\'(0.8-1.2]\'','\'(1.2-1.6]\'','\'(1.6-2]\'','\'(2-2.4]\'','\'(2.4-2.8]\'','\'(2.8-3.2]\'','\'(3.2-3.6]\'','\'(3.6-inf)\''}
@attribute Crop {'\'(-inf-0.5]\'','\'(0.5-1]\'','\'(1-1.5]\'','\'(1.5-2]\'','\'(2-2.5]\'','\'(2.5-3]\'','\'(3-3.5]\'','\'(3.5-4]\'','\'(4-4.5]\'','\'(4.5-inf)\''}

@data
'\'(8.9-9.2]\'','\'(28-inf)\'','\'(-inf-1993.1]\'',9:53,RT,I,'\'(391.44-435.72]\'','\'(1043-1240.4]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(28-inf)\'','\'(-inf-1993.1]\'',10:25,SS,I,'\'(170.04-214.32]\'','\'(-inf-253.4]\'','\'(11.66-14.72]\'','\'(-inf-42.69]\'','\'(152.8-169.7]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(28-inf)\'','\'(-inf-1993.1]\'',15:30,RT,I,'\'(391.44-435.72]\'','\'(1240.4-1437.8]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(237.3-254.2]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(28-inf)\'','\'(-inf-1993.1]\'',13:25,RT,I,'\'(347.16-391.44]\'','\'(845.6-1043]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(203.5-220.4]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(-inf-4]\'','\'(-inf-1993.1]\'',10:20,CH,I,'\'(214.32-258.6]\'','\'(253.4-450.8]\'','\'(14.72-17.78]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(-inf-4]\'','\'(-inf-1993.1]\'',10:45,CH,A,'\'(214.32-258.6]\'','\'(253.4-450.8]\'','\'(14.72-17.78]\'','\'(-inf-42.69]\'','\'(186.6-203.5]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(-inf-4]\'','\'(-inf-1993.1]\'',13:35,RT,I,'\'(391.44-435.72]\'','\'(1240.4-1437.8]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(-inf-4]\'','\'(-inf-1993.1]\'',11:25,RT,I,'\'(214.32-258.6]\'','\'(1240.4-1437.8]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(4-7]\'','\'(-inf-1993.1]\'',14:40,RT,I,'\'(391.44-435.72]\'','\'(1240.4-1437.8]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(7-10]\'','\'(-inf-1993.1]\'',9:38,RT,I,'\'(-inf-81.48]\'','\'(1043-1240.4]\'','\'(17.78-20.84]\'','\'(-inf-42.69]\'','\'(203.5-220.4]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(7-10]\'','\'(-inf-1993.1]\'',10:20,RT,I,'\'(347.16-391.44]\'','\'(648.2-845.6]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(203.5-220.4]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(7-10]\'','\'(-inf-1993.1]\'',11:25,RT,I,'\'(391.44-435.72]\'','\'(1240.4-1437.8]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(7-10]\'','\'(-inf-1993.1]\'',13:27,RT,I,'\'(302.88-347.16]\'','\'(648.2-845.6]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(203.5-220.4]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(10-13]\'','\'(-inf-1993.1]\'',11:35,SS,I,'\'(125.76-170.04]\'','\'(-inf-253.4]\'','\'(-inf-11.66]\'','\'(-inf-42.69]\'','\'(-inf-135.9]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(10-13]\'','\'(-inf-1993.1]\'',14:00,RT,I,'\'(391.44-435.72]\'','\'(1240.4-1437.8]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(10-13]\'','\'(-inf-1993.1]\'',13:15,CH,I,'\'(258.6-302.88]\'','\'(450.8-648.2]\'','\'(17.78-20.84]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(10-13]\'','\'(-inf-1993.1]\'',9:23,SS,A,'\'(170.04-214.32]\'','\'(-inf-253.4]\'','\'(-inf-11.66]\'','\'(-inf-42.69]\'','\'(-inf-135.9]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(13-16]\'','\'(-inf-1993.1]\'',14:05,SS,A,'\'(170.04-214.32]\'','\'(648.2-845.6]\'','\'(-inf-11.66]\'','\'(-inf-42.69]\'','\'(152.8-169.7]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(19-22]\'','\'(-inf-1993.1]\'',9:20,RT,A,'\'(347.16-391.44]\'','\'(1043-1240.4]\'','\'(30.02-33.08]\'','\'(-inf-42.69]\'','\'(203.5-220.4]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(19-22]\'','\'(-inf-1993.1]\'',15:30,RT,A,'\'(347.16-391.44]\'','\'(1043-1240.4]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(203.5-220.4]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(19-22]\'','\'(-inf-1993.1]\'',16:35,RT,A,'\'(347.16-391.44]\'','\'(1043-1240.4]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(203.5-220.4]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(22-25]\'','\'(-inf-1993.1]\'',13:05,RT,I,'\'(391.44-435.72]\'','\'(1240.4-1437.8]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(237.3-254.2]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(22-25]\'','\'(-inf-1993.1]\'',14:12,RT,A,'\'(391.44-435.72]\'','\'(1240.4-1437.8]\'','\'(30.02-33.08]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(25-28]\'','\'(-inf-1993.1]\'',15:55,RT,A,'\'(391.44-435.72]\'','\'(1043-1240.4]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(28-inf)\'','\'(-inf-1993.1]\'',11:35,RT,I,'\'(391.44-435.72]\'','\'(1437.8-1635.2]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(10.7-inf)\'','\'(4-7]\'','\'(-inf-1993.1]\'',11:00,RT,I,'\'(391.44-435.72]\'','\'(1043-1240.4]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(203.5-220.4]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(10.7-inf)\'','\'(16-19]\'','\'(-inf-1993.1]\'',10:37,RT,I,'\'(391.44-435.72]\'','\'(1437.8-1635.2]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(237.3-254.2]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(4-7]\'','\'(1993.1-1994.2]\'',9:55,RT,I,'\'(347.16-391.44]\'','\'(845.6-1043]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(4-7]\'','\'(1993.1-1994.2]\'',10:40,RT,I,'\'(347.16-391.44]\'','\'(845.6-1043]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(203.5-220.4]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(4-7]\'','\'(1993.1-1994.2]\'',12:27,RT,I,'\'(391.44-435.72]\'','\'(1240.4-1437.8]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(4-7]\'','\'(1993.1-1994.2]\'',13:35,RT,I,'\'(391.44-435.72]\'','\'(1240.4-1437.8]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(7-10]\'','\'(1993.1-1994.2]\'',12:10,SS,I,'\'(170.04-214.32]\'','\'(-inf-253.4]\'','\'(11.66-14.72]\'','\'(-inf-42.69]\'','\'(152.8-169.7]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(7-10]\'','\'(1993.1-1994.2]\'',9:02,SS,I,'\'(170.04-214.32]\'','\'(-inf-253.4]\'','\'(11.66-14.72]\'','\'(-inf-42.69]\'','\'(135.9-152.8]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(7-10]\'','\'(1993.1-1994.2]\'',10:47,SS,I,'\'(125.76-170.04]\'','\'(-inf-253.4]\'','\'(-inf-11.66]\'','\'(-inf-42.69]\'','\'(-inf-135.9]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(10-13]\'','\'(1993.1-1994.2]\'',11:24,CH,A,'\'(214.32-258.6]\'','\'(253.4-450.8]\'','\'(17.78-20.84]\'','\'(-inf-42.69]\'','\'(169.7-186.6]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(10-13]\'','\'(1993.1-1994.2]\'',13:50,RT,I,'\'(347.16-391.44]\'','\'(1043-1240.4]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(203.5-220.4]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(10-13]\'','\'(1993.1-1994.2]\'',11:58,RT,I,'\'(347.16-391.44]\'','\'(1043-1240.4]\'','\'(17.78-20.84]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(13-16]\'','\'(1993.1-1994.2]\'',12:45,RT,I,'\'(391.44-435.72]\'','\'(1240.4-1437.8]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(237.3-254.2]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(13-16]\'','\'(1993.1-1994.2]\'',13:20,RT,I,'\'(347.16-391.44]\'','\'(1043-1240.4]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(13-16]\'','\'(1993.1-1994.2]\'',13:35,RT,I,'\'(391.44-435.72]\'','\'(1043-1240.4]\'','\'(26.96-30.02]\'','\'(275.02-308.21]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(13-16]\'','\'(1993.1-1994.2]\'',10:23,RT,I,'\'(347.16-391.44]\'','\'(845.6-1043]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(13-16]\'','\'(1993.1-1994.2]\'',11:20,RT,I,'\'(347.16-391.44]\'','\'(845.6-1043]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(203.5-220.4]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(-inf-8.3]\'','\'(16-19]\'','\'(1993.1-1994.2]\'',12:05,RT,A,'\'(391.44-435.72]\'','\'(1240.4-1437.8]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(16-19]\'','\'(1993.1-1994.2]\'',13:20,RT,I,'\'(391.44-435.72]\'','\'(1240.4-1437.8]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(237.3-254.2]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(16-19]\'','\'(1993.1-1994.2]\'',12:58,RT,I,'\'(391.44-435.72]\'','\'(1043-1240.4]\'','\'(30.02-33.08]\'','\'(308.21-inf)\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(16-19]\'','\'(1993.1-1994.2]\'',14:05,RT,I,'\'(391.44-435.72]\'','\'(1043-1240.4]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(19-22]\'','\'(1993.1-1994.2]\'',9:05,SS,A,'\'(170.04-214.32]\'','\'(-inf-253.4]\'','\'(11.66-14.72]\'','\'(-inf-42.69]\'','\'(152.8-169.7]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(19-22]\'','\'(1993.1-1994.2]\'',9:33,SS,I,'\'(170.04-214.32]\'','\'(-inf-253.4]\'','\'(11.66-14.72]\'','\'(-inf-42.69]\'','\'(152.8-169.7]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(19-22]\'','\'(1993.1-1994.2]\'',11:04,SS,I,'\'(170.04-214.32]\'','\'(-inf-253.4]\'','\'(-inf-11.66]\'','\'(-inf-42.69]\'','\'(135.9-152.8]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(19-22]\'','\'(1993.1-1994.2]\'',12:10,SS,I,'\'(125.76-170.04]\'','\'(-inf-253.4]\'','\'(-inf-11.66]\'','\'(-inf-42.69]\'','\'(-inf-135.9]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(28-inf)\'','\'(1993.1-1994.2]\'',13:55,RT,I,'\'(391.44-435.72]\'','\'(1043-1240.4]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(237.3-254.2]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(19-22]\'','\'(1993.1-1994.2]\'',14:00,SS,A,'\'(170.04-214.32]\'','\'(-inf-253.4]\'','\'(11.66-14.72]\'','\'(142.26-175.45]\'','\'(135.9-152.8]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(28-inf)\'','\'(1993.1-1994.2]\'',14:45,SS,I,'\'(170.04-214.32]\'','\'(-inf-253.4]\'','\'(11.66-14.72]\'','\'(-inf-42.69]\'','\'(135.9-152.8]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(19-22]\'','\'(1993.1-1994.2]\'',13:50,RT,I,'\'(347.16-391.44]\'','\'(648.2-845.6]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(22-25]\'','\'(1993.1-1994.2]\'',11:48,RT,I,'\'(347.16-391.44]\'','\'(845.6-1043]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(25-28]\'','\'(1993.1-1994.2]\'',10:28,SS,I,'\'(125.76-170.04]\'','\'(-inf-253.4]\'','\'(-inf-11.66]\'','\'(-inf-42.69]\'','\'(-inf-135.9]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(25-28]\'','\'(1993.1-1994.2]\'',10:54,CH,I,'\'(258.6-302.88]\'','\'(253.4-450.8]\'','\'(17.78-20.84]\'','\'(-inf-42.69]\'','\'(203.5-220.4]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(25-28]\'','\'(1993.1-1994.2]\'',12:10,RT,I,'\'(391.44-435.72]\'','\'(1043-1240.4]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(237.3-254.2]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(25-28]\'','\'(1993.1-1994.2]\'',14:02,RT,I,'\'(391.44-435.72]\'','\'(845.6-1043]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(25-28]\'','\'(1993.1-1994.2]\'',8:00,CH,I,'\'(258.6-302.88]\'','\'(253.4-450.8]\'','\'(14.72-17.78]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(25-28]\'','\'(1993.1-1994.2]\'',11:55,SS,I,'\'(170.04-214.32]\'','\'(-inf-253.4]\'','\'(-inf-11.66]\'','\'(-inf-42.69]\'','\'(-inf-135.9]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(25-28]\'','\'(1993.1-1994.2]\'',15:40,RT,I,'\'(347.16-391.44]\'','\'(845.6-1043]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(203.5-220.4]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(25-28]\'','\'(1993.1-1994.2]\'',9:25,RT,I,'\'(391.44-435.72]\'','\'(845.6-1043]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(25-28]\'','\'(1993.1-1994.2]\'',11:10,RT,I,'\'(347.16-391.44]\'','\'(845.6-1043]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(203.5-220.4]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(25-28]\'','\'(1993.1-1994.2]\'',11:38,RT,I,'\'(347.16-391.44]\'','\'(845.6-1043]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(203.5-220.4]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(25-28]\'','\'(1993.1-1994.2]\'',13:02,RT,I,'\'(391.44-435.72]\'','\'(845.6-1043]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(28-inf)\'','\'(1993.1-1994.2]\'',13:55,RT,I,'\'(347.16-391.44]\'','\'(845.6-1043]\'','\'(20.84-23.9]\'','\'(-inf-42.69]\'','\'(220.4-237.3]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(28-inf)\'','\'(1993.1-1994.2]\'',13:16,RT,I,'\'(347.16-391.44]\'','\'(845.6-1043]\'','\'(23.9-26.96]\'','\'(-inf-42.69]\'','\'(203.5-220.4]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(8.9-9.2]\'','\'(28-inf)\'','\'(1993.1-1994.2]\'',10:39,RT,I,'\'(391.44-435.72]\'','\'(1043-1240.4]\'','\'(26.96-30.02]\'','\'(-inf-42.69]\'','\'(237.3-254.2]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
'\'(9.8-10.1]\'','\'(-inf-4]\'','\'(1993.1-1994.2]\'',11:13,SS,I,'\'(125.76-170.04]\'','\'(-inf-253.4]\'','\'(-inf-11.66]\'','\'(-inf-42.69]\'','\'(135.9-152.8]\'','\'(181-203]\'','\'(2-2.4]\'','\'(-inf-0.5]\''
